01,E871B8C3F3,,,515030000000000,,120411111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,120411111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,124211111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,124211111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,124211111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,124211111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,124623111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,124623111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,124683111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,124683111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,126423111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,126423111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,126811111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,126811111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,126811111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,126811111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,128411111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,128411111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,128411111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,128411111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,134011111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,134011111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,134011111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,134011111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,134522111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,134522111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,134593111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,134593111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,144111111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,144111111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,144111111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,144111111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,147311111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,147311111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,147311111111,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,147311111111,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
01,E871B8C3F3,,,515030000000000,,164694361001,20241015000000,50,0,05,,,869194042228620,,00,11,,,1416,45272,,,,,,164694361001,,05,,RNC17_NER,RNC17_NER,,,+0900,,,79246600663,,,,,,,,,,,PHLSR,,,,,,,,,,,,,
